CODCLIFOR;DOCUMENTO;TIPODOCUMENTO;ESERCIZIO;TIPODOC;NUMERODOC;BIS;DATADOC;DATASCADENZA;IMPORTOSCEURO;ESITO;DSCESITO;DATAPAGEFF;IDTESTA
C    13;FTI/2016/2621;Fatt. clienti italia;2016;FTI;2621;;2016-06-17 00:00:00.000;2016-09-10 00:00:00.000;295.4300;2;PAGATO;2016-06-30 00:00:00.000;423211
C    39;FTI/2016/2622;Fatt. clienti italia;2016;FTI;2622;;2016-06-17 00:00:00.000;2016-09-10 00:00:00.000;5659.6000;2;PAGATO;2016-06-30 00:00:00.000;423212
C    67;FTI/2016/2624;Fatt. clienti italia;2016;FTI;2624;;2016-06-17 00:00:00.000;2016-10-31 00:00:00.000;34300.4200;2;PAGATO;2016-11-07 00:00:00.000;423214
C    87;FTI/2016/2626;Fatt. clienti italia;2016;FTI;2626;;2016-06-17 00:00:00.000;2016-09-30 00:00:00.000;7871.4400;2;PAGATO;2016-10-13 00:00:00.000;423217
C    93;FTI/2016/2628;Fatt. clienti italia;2016;FTI;2628;;2016-06-17 00:00:00.000;2016-09-30 00:00:00.000;18053.5600;2;PAGATO;2016-10-11 00:00:00.000;423221
C   120;FTI/2016/2630;Fatt. clienti italia;2016;FTI;2630;;2016-06-17 00:00:00.000;2016-09-30 00:00:00.000;362.9500;2;PAGATO;2016-06-30 00:00:00.000;423223
C   159;FTI/2016/2632;Fatt. clienti italia;2016;FTI;2632;;2016-06-17 00:00:00.000;2016-10-31 00:00:00.000;238968.2900;2;PAGATO;2016-11-10 00:00:00.000;423225
C   201;FTI/2016/2634;Fatt. clienti italia;2016;FTI;2634;;2016-06-17 00:00:00.000;2016-09-10 00:00:00.000;488.0000;2;PAGATO;2016-06-30 00:00:00.000;423227
C   290;FTI/2016/2636;Fatt. clienti italia;2016;FTI;2636;;2016-06-17 00:00:00.000;2016-09-30 00:00:00.000;1225.0000;2;PAGATO;2016-10-25 00:00:00.000;423229
C   300;FTI/2016/2638;Fatt. clienti italia;2016;FTI;2638;;2016-06-17 00:00:00.000;2016-09-30 00:00:00.000;2569.6300;2;PAGATO;2016-06-30 00:00:00.000;423231
C   422;FTI/2016/2640;Fatt. clienti italia;2016;FTI;2640;;2016-06-17 00:00:00.000;2016-10-31 00:00:00.000;518.5000;2;PAGATO;2016-11-15 00:00:00.000;423233
C   477;FTI/2016/2642;Fatt. clienti italia;2016;FTI;2642;;2016-06-17 00:00:00.000;2016-09-30 00:00:00.000;16217.8300;0;NON EMESSO;NULL;423235
C   541;FTI/2016/2644;Fatt. clienti italia;2016;FTI;2644;;2016-06-17 00:00:00.000;2016-09-10 00:00:00.000;2992.8000;2;PAGATO;2016-06-30 00:00:00.000;423237
C   563;FTI/2016/2646;Fatt. clienti italia;2016;FTI;2646;;2016-06-17 00:00:00.000;2016-09-30 00:00:00.000;18234.6100;2;PAGATO;2016-06-30 00:00:00.000;423239
C   638;FTI/2016/2648;Fatt. clienti italia;2016;FTI;2648;;2016-06-17 00:00:00.000;2016-09-30 00:00:00.000;17523.5700;2;PAGATO;2016-06-30 00:00:00.000;423241
C   659;FTI/2016/2650;Fatt. clienti italia;2016;FTI;2650;;2016-06-17 00:00:00.000;2016-10-31 00:00:00.000;2032.5000;2;PAGATO;2016-11-04 00:00:00.000;423243
C   668;FTI/2016/2651;Fatt. clienti italia;2016;FTI;2651;;2016-06-17 00:00:00.000;2016-09-10 00:00:00.000;3686.2300;2;PAGATO;2016-06-30 00:00:00.000;423244
C   676;FTI/2016/2653;Fatt. clienti italia;2016;FTI;2653;;2016-06-17 00:00:00.000;2016-10-31 00:00:00.000;6893.2400;2;PAGATO;2016-11-02 00:00:00.000;423246
C   681;FTI/2016/2655;Fatt. clienti italia;2016;FTI;2655;;2016-06-17 00:00:00.000;2016-09-30 00:00:00.000;21404.0500;2;PAGATO;2016-10-24 00:00:00.000;423248
C   773;FTI/2016/2657;Fatt. clienti italia;2016;FTI;2657;;2016-06-17 00:00:00.000;2016-09-30 00:00:00.000;1854.4000;2;PAGATO;2016-10-12 00:00:00.000;423251
C   884;FTI/2016/2659;Fatt. clienti italia;2016;FTI;2659;;2016-06-17 00:00:00.000;2016-10-10 00:00:00.000;10584.3500;2;PAGATO;2016-10-10 00:00:00.000;423253
C   920;FTI/2016/2661;Fatt. clienti italia;2016;FTI;2661;;2016-06-17 00:00:00.000;2016-09-30 00:00:00.000;794.3800;2;PAGATO;2016-10-10 00:00:00.000;423255
C  1117;FTI/2016/2662;Fatt. clienti italia;2016;FTI;2662;;2016-06-17 00:00:00.000;2016-09-30 00:00:00.000;84003.1000;2;PAGATO;2016-10-18 00:00:00.000;423256
C  1222;FTI/2016/2664;Fatt. clienti italia;2016;FTI;2664;;2016-06-17 00:00:00.000;2016-09-30 00:00:00.000;12621.7000;2;PAGATO;2016-10-11 00:00:00.000;423258
C  1337;FTI/2016/2666;Fatt. clienti italia;2016;FTI;2666;;2016-06-17 00:00:00.000;2016-09-30 00:00:00.000;3100.0200;2;PAGATO;2016-11-15 00:00:00.000;423260
C  1438;FTI/2016/2668;Fatt. clienti italia;2016;FTI;2668;;2016-06-17 00:00:00.000;2016-11-10 00:00:00.000;6365.0500;2;PAGATO;2016-06-30 00:00:00.000;423262
C  1714;FTI/2016/2670;Fatt. clienti italia;2016;FTI;2670;;2016-06-17 00:00:00.000;2016-09-30 00:00:00.000;20667.2900;2;PAGATO;2016-10-12 00:00:00.000;423265
C  1779;FTI/2016/2672;Fatt. clienti italia;2016;FTI;2672;;2016-06-17 00:00:00.000;2016-10-10 00:00:00.000;5838.3100;2;PAGATO;2016-06-30 00:00:00.000;423267
C  1808;FTI/2016/2673;Fatt. clienti italia;2016;FTI;2673;;2016-06-17 00:00:00.000;2016-09-30 00:00:00.000;577.3100;2;PAGATO;2016-06-30 00:00:00.000;423268
C  1825;FTI/2016/2675;Fatt. clienti italia;2016;FTI;2675;;2016-06-17 00:00:00.000;2016-10-10 00:00:00.000;5192.3200;2;PAGATO;2016-06-30 00:00:00.000;423270
C  1830;FTI/2016/2677;Fatt. clienti italia;2016;FTI;2677;;2016-06-17 00:00:00.000;2016-09-30 00:00:00.000;49844.5600;2;PAGATO;2016-10-20 00:00:00.000;423272
C  1854;FTI/2016/2679;Fatt. clienti italia;2016;FTI;2679;;2016-06-17 00:00:00.000;2016-09-10 00:00:00.000;1045.5000;2;PAGATO;2016-06-30 00:00:00.000;423274
C  1862;FTI/2016/2681;Fatt. clienti italia;2016;FTI;2681;;2016-06-17 00:00:00.000;2016-09-10 00:00:00.000;491.0500;2;PAGATO;2016-06-30 00:00:00.000;423276
C  1940;FTI/2016/2683;Fatt. clienti italia;2016;FTI;2683;;2016-06-17 00:00:00.000;2016-09-10 00:00:00.000;280.6000;2;PAGATO;2016-06-30 00:00:00.000;423278
C  2066;FTI/2016/2685;Fatt. clienti italia;2016;FTI;2685;;2016-06-17 00:00:00.000;2016-09-30 00:00:00.000;421.6300;2;PAGATO;2016-06-30 00:00:00.000;423280
C  2183;FTI/2016/2687;Fatt. clienti italia;2016;FTI;2687;;2016-06-17 00:00:00.000;2016-10-31 00:00:00.000;21870.3300;2;PAGATO;2016-11-29 00:00:00.000;423282
C  2263;FTI/2016/2690;Fatt. clienti italia;2016;FTI;2690;;2016-06-17 00:00:00.000;2016-09-10 00:00:00.000;305.3100;4;INSOLUTO PAGATO;2016-10-28 00:00:00.000;423285
C  2300;FTI/2016/2691;Fatt. clienti italia;2016;FTI;2691;;2016-06-17 00:00:00.000;2016-09-10 00:00:00.000;393.4500;4;INSOLUTO PAGATO;2016-06-30 00:00:00.000;423286
C  2312;FTI/2016/2693;Fatt. clienti italia;2016;FTI;2693;;2016-06-17 00:00:00.000;2016-08-16 00:00:00.000;25751.5600;2;PAGATO;2016-08-12 00:00:00.000;423288
C  2356;FTI/2016/2695;Fatt. clienti italia;2016;FTI;2695;;2016-06-17 00:00:00.000;2016-09-30 00:00:00.000;3267.0000;2;PAGATO;2016-06-30 00:00:00.000;423290
C  2435;FTI/2016/2697;Fatt. clienti italia;2016;FTI;2697;;2016-06-17 00:00:00.000;2016-09-10 00:00:00.000;1293.1300;2;PAGATO;2016-06-30 00:00:00.000;423292
C  2489;FTI/2016/2698;Fatt. clienti italia;2016;FTI;2698;;2016-06-17 00:00:00.000;2016-10-31 00:00:00.000;13000.0000;2;PAGATO;2016-10-19 00:00:00.000;423293
C  2523;FTI/2016/2700;Fatt. clienti italia;2016;FTI;2700;;2016-06-17 00:00:00.000;2016-09-10 00:00:00.000;366.0000;2;PAGATO;2016-06-30 00:00:00.000;423295
C  2560;FTI/2016/2702;Fatt. clienti italia;2016;FTI;2702;;2016-06-17 00:00:00.000;2016-09-10 00:00:00.000;4302.0200;2;PAGATO;2016-06-30 00:00:00.000;423297
C  2634;FTI/2016/2703;Fatt. clienti italia;2016;FTI;2703;;2016-06-17 00:00:00.000;2016-09-10 00:00:00.000;1268.8000;2;PAGATO;2016-06-30 00:00:00.000;423298
C  2639;FTI/2016/2704;Fatt. clienti italia;2016;FTI;2704;;2016-06-17 00:00:00.000;2016-09-10 00:00:00.000;742.1300;2;PAGATO;2016-06-30 00:00:00.000;423299
C  2707;FTI/2016/2706;Fatt. clienti italia;2016;FTI;2706;;2016-06-17 00:00:00.000;2016-09-10 00:00:00.000;657.4600;2;PAGATO;2016-06-30 00:00:00.000;423301
C  2720;FTI/2016/2707;Fatt. clienti italia;2016;FTI;2707;;2016-06-17 00:00:00.000;2016-09-10 00:00:00.000;335.5000;2;PAGATO;2016-06-30 00:00:00.000;423302
C  2737;FTI/2016/2709;Fatt. clienti italia;2016;FTI;2709;;2016-06-17 00:00:00.000;2016-09-10 00:00:00.000;253.1500;2;PAGATO;2016-06-30 00:00:00.000;423304
C  2769;FTI/2016/2711;Fatt. clienti italia;2016;FTI;2711;;2016-06-17 00:00:00.000;2016-09-10 00:00:00.000;1159.0000;2;PAGATO;2016-06-30 00:00:00.000;423306
C  2811;FTI/2016/2713;Fatt. clienti italia;2016;FTI;2713;;2016-06-17 00:00:00.000;2016-07-31 00:00:00.000;1220.0000;2;PAGATO;2016-06-30 00:00:00.000;423308
C  2813;FTI/2016/2714;Fatt. clienti italia;2016;FTI;2714;;2016-06-17 00:00:00.000;2016-08-31 00:00:00.000;567.3000;2;PAGATO;2016-09-22 00:00:00.000;423309
C  2837;FTI/2016/2716;Fatt. clienti italia;2016;FTI;2716;;2016-06-17 00:00:00.000;2016-07-31 00:00:00.000;427.0000;4;INSOLUTO PAGATO;2016-12-13 00:00:00.000;423311
C  2856;FTI/2016/2718;Fatt. clienti italia;2016;FTI;2718;;2016-06-17 00:00:00.000;2016-06-17 00:00:00.000;259.2500;2;PAGATO;2016-06-17 00:00:00.000;423314
C  2547;FTE/2016/1105;Fatt. clienti estero;2016;FTE;1105;;2016-06-22 00:00:00.000;2016-08-21 00:00:00.000;20394.0000;2;PAGATO;2016-08-30 00:00:00.000;423352
C  2345;FTE/2016/1107;Fatt. clienti estero;2016;FTE;1107;;2016-06-22 00:00:00.000;2016-10-31 00:00:00.000;21580.0000;2;PAGATO;2016-11-02 00:00:00.000;423361
C  2404;FTE/2016/1109;Fatt. clienti estero;2016;FTE;1109;;2016-06-22 00:00:00.000;2016-08-31 00:00:00.000;23440.0000;2;PAGATO;2016-10-14 00:00:00.000;423363
C  1464;FTE/2016/1112;Fatt. clienti estero;2016;FTE;1112;;2016-06-22 00:00:00.000;2016-09-20 00:00:00.000;22122.1000;2;PAGATO;2016-09-20 00:00:00.000;423367
C  2297;FTE/2016/1114;Fatt. clienti estero;2016;FTE;1114;;2016-06-22 00:00:00.000;2016-09-20 00:00:00.000;18270.2000;2;PAGATO;2016-10-13 00:00:00.000;423369
C  2855;FTE/2016/1115;Fatt. clienti estero;2016;FTE;1115;;2016-06-22 00:00:00.000;2016-07-07 00:00:00.000;15038.1000;2;PAGATO;2016-07-08 00:00:00.000;423381
C  1709;FTE/2016/1118;Fatt. clienti estero;2016;FTE;1118;;2016-06-22 00:00:00.000;2016-09-20 00:00:00.000;9622.8000;2;PAGATO;2016-09-21 00:00:00.000;423510
C  2853;FTE/2016/1120;Fatt. clienti estero;2016;FTE;1120;;2016-06-23 00:00:00.000;2016-09-21 00:00:00.000;19080.2000;2;PAGATO;2016-09-22 00:00:00.000;423525
C  2278;FTE/2016/1122;Fatt. clienti estero;2016;FTE;1122;;2016-06-24 00:00:00.000;2016-08-23 00:00:00.000;6353.2500;2;PAGATO;2016-08-29 00:00:00.000;423697
C  1026;FTE/2016/1124;Fatt. clienti estero;2016;FTE;1124;;2016-06-24 00:00:00.000;2016-10-31 00:00:00.000;7320.0000;2;PAGATO;2016-11-08 00:00:00.000;423708
C  1026;FTE/2016/1126;Fatt. clienti estero;2016;FTE;1126;;2016-06-24 00:00:00.000;2016-10-31 00:00:00.000;8370.0000;2;PAGATO;2016-11-08 00:00:00.000;423710
C  2212;FTE/2016/1128;Fatt. clienti estero;2016;FTE;1128;;2016-06-24 00:00:00.000;2016-10-31 00:00:00.000;19910.8800;2;PAGATO;2016-11-02 00:00:00.000;423713
C  2465;FTE/2016/1130;Fatt. clienti estero;2016;FTE;1130;;2016-06-24 00:00:00.000;2016-06-24 00:00:00.000;3093.0000;2;PAGATO;2016-07-13 00:00:00.000;423715
C  2230;FTE/2016/1132;Fatt. clienti estero;2016;FTE;1132;;2016-06-24 00:00:00.000;2016-08-23 00:00:00.000;2560.0000;2;PAGATO;2016-09-02 00:00:00.000;423719
C  1026;FTE/2016/1134;Fatt. clienti estero;2016;FTE;1134;;2016-06-24 00:00:00.000;2016-10-31 00:00:00.000;3360.0000;2;PAGATO;2016-11-08 00:00:00.000;423721
C  2355;FTE/2016/1136;Fatt. clienti estero;2016;FTE;1136;;2016-06-24 00:00:00.000;2016-07-24 00:00:00.000;637.0000;2;PAGATO;2016-07-26 00:00:00.000;423725
C  1870;FTE/2016/1138;Fatt. clienti estero;2016;FTE;1138;;2016-06-24 00:00:00.000;2016-09-22 00:00:00.000;20664.0000;2;PAGATO;2016-08-25 00:00:00.000;423731
C  1905;FTE/2016/1140;Fatt. clienti estero;2016;FTE;1140;;2016-06-24 00:00:00.000;2016-08-23 00:00:00.000;8100.0000;2;PAGATO;2016-08-05 00:00:00.000;423765
C  2267;FTE/2016/1141;Fatt. clienti estero;2016;FTE;1141;;2016-06-24 00:00:00.000;2016-09-30 00:00:00.000;15814.4000;2;PAGATO;2016-09-29 00:00:00.000;423892
C  2404;FTE/2016/1143;Fatt. clienti estero;2016;FTE;1143;;2016-06-24 00:00:00.000;2016-08-31 00:00:00.000;17955.9500;2;PAGATO;2016-10-14 00:00:00.000;423904
C  1058;FTE/2016/1144;Fatt. clienti estero;2016;FTE;1144;;2016-06-24 00:00:00.000;2016-08-31 00:00:00.000;4015.0000;2;PAGATO;2016-09-16 00:00:00.000;423908
C  2389;FTE/2016/1146;Fatt. clienti estero;2016;FTE;1146;;2016-06-24 00:00:00.000;2016-09-30 00:00:00.000;10164.0000;2;PAGATO;2016-10-04 00:00:00.000;423912
C  2780;FTE/2016/1148;Fatt. clienti estero;2016;FTE;1148;;2016-06-24 00:00:00.000;2016-08-23 00:00:00.000;4648.0000;2;PAGATO;2016-09-14 00:00:00.000;423916
C  2698;FTE/2016/1150;Fatt. clienti estero;2016;FTE;1150;;2016-06-24 00:00:00.000;2016-08-31 00:00:00.000;11975.6000;2;PAGATO;2016-08-02 00:00:00.000;423919
C  2637;FTE/2016/1153;Fatt. clienti estero;2016;FTE;1153;;2016-06-27 00:00:00.000;2016-08-26 00:00:00.000;5289.2000;2;PAGATO;2016-08-24 00:00:00.000;424037
C  2345;FTE/2016/1155;Fatt. clienti estero;2016;FTE;1155;;2016-06-27 00:00:00.000;2016-10-31 00:00:00.000;22908.0000;2;PAGATO;2016-11-02 00:00:00.000;424040
C   331;FTS/2016/2720;Fattura servizi;2016;FTS;2720;;2016-06-24 00:00:00.000;2016-10-31 00:00:00.000;82.3500;2;PAGATO;2016-11-15 00:00:00.000;424054
C  2283;FTE/2016/1156;Fatt. clienti estero;2016;FTE;1156;;2016-06-28 00:00:00.000;2016-08-27 00:00:00.000;14400.0000;2;PAGATO;2016-07-21 00:00:00.000;424059
C     7;FTI/2016/2722;Fatt. clienti italia;2016;FTI;2722;;2016-06-24 00:00:00.000;2016-07-31 00:00:00.000;1244.4000;2;PAGATO;2016-06-30 00:00:00.000;424074
C    51;FTI/2016/2724;Fatt. clienti italia;2016;FTI;2724;;2016-06-24 00:00:00.000;2016-09-30 00:00:00.000;4175.3300;2;PAGATO;2016-10-11 00:00:00.000;424076
C    74;FTI/2016/2726;Fatt. clienti italia;2016;FTI;2726;;2016-06-24 00:00:00.000;2016-09-30 00:00:00.000;11668.3200;2;PAGATO;2016-10-11 00:00:00.000;424078
C    79;FTI/2016/2728;Fatt. clienti italia;2016;FTI;2728;;2016-06-24 00:00:00.000;2016-09-30 00:00:00.000;1592.1000;2;PAGATO;2016-06-30 00:00:00.000;424080
C    92;FTI/2016/2730;Fatt. clienti italia;2016;FTI;2730;;2016-06-24 00:00:00.000;2016-09-30 00:00:00.000;11897.4400;2;PAGATO;2016-06-30 00:00:00.000;424082
C   114;FTI/2016/2732;Fatt. clienti italia;2016;FTI;2732;;2016-06-24 00:00:00.000;2016-09-30 00:00:00.000;5017.2500;2;PAGATO;2016-06-30 00:00:00.000;424084
C   159;FTI/2016/2734;Fatt. clienti italia;2016;FTI;2734;;2016-06-24 00:00:00.000;2016-10-31 00:00:00.000;240573.5100;2;PAGATO;2016-11-10 00:00:00.000;424086
C   164;FTI/2016/2735;Fatt. clienti italia;2016;FTI;2735;;2016-06-24 00:00:00.000;2016-09-30 00:00:00.000;4721.4000;2;PAGATO;2016-06-30 00:00:00.000;424087
C   177;FTI/2016/2737;Fatt. clienti italia;2016;FTI;2737;;2016-06-24 00:00:00.000;2016-09-10 00:00:00.000;375.7600;2;PAGATO;2016-06-30 00:00:00.000;424089
C   195;FTI/2016/2738;Fatt. clienti italia;2016;FTI;2738;;2016-06-24 00:00:00.000;2016-06-24 00:00:00.000;486.4600;2;PAGATO;2016-07-01 00:00:00.000;424090
C   229;FTI/2016/2740;Fatt. clienti italia;2016;FTI;2740;;2016-06-24 00:00:00.000;2016-09-30 00:00:00.000;20333.5000;2;PAGATO;2016-06-30 00:00:00.000;424092
C   238;FTI/2016/2741;Fatt. clienti italia;2016;FTI;2741;;2016-06-24 00:00:00.000;2016-09-30 00:00:00.000;5500.9800;2;PAGATO;2016-06-30 00:00:00.000;424093
C   264;FTI/2016/2743;Fatt. clienti italia;2016;FTI;2743;;2016-06-24 00:00:00.000;2016-09-10 00:00:00.000;2881.1500;2;PAGATO;2016-06-30 00:00:00.000;424095
C   289;FTI/2016/2745;Fatt. clienti italia;2016;FTI;2745;;2016-06-24 00:00:00.000;2016-09-30 00:00:00.000;11844.7400;2;PAGATO;2016-06-30 00:00:00.000;424097
C   300;FTI/2016/2748;Fatt. clienti italia;2016;FTI;2748;;2016-06-24 00:00:00.000;2016-09-30 00:00:00.000;7643.3000;2;PAGATO;2016-06-30 00:00:00.000;424100
C   331;FTI/2016/2750;Fatt. clienti italia;2016;FTI;2750;;2016-06-24 00:00:00.000;2016-10-31 00:00:00.000;53377.9300;2;PAGATO;2016-11-15 00:00:00.000;424102
C   363;FTI/2016/2752;Fatt. clienti italia;2016;FTI;2752;;2016-06-24 00:00:00.000;2016-09-10 00:00:00.000;584.0800;2;PAGATO;2016-06-30 00:00:00.000;424104
C   480;FTI/2016/2754;Fatt. clienti italia;2016;FTI;2754;;2016-06-24 00:00:00.000;2016-10-22 00:00:00.000;136694.9000;2;PAGATO;2016-11-18 00:00:00.000;424106
C   541;FTI/2016/2756;Fatt. clienti italia;2016;FTI;2756;;2016-06-24 00:00:00.000;2016-09-10 00:00:00.000;2614.4000;2;PAGATO;2016-06-30 00:00:00.000;424108
C   587;FTI/2016/2758;Fatt. clienti italia;2016;FTI;2758;;2016-06-24 00:00:00.000;2016-09-10 00:00:00.000;1342.0000;2;PAGATO;2016-06-30 00:00:00.000;424110
C   650;FTI/2016/2760;Fatt. clienti italia;2016;FTI;2760;;2016-06-24 00:00:00.000;2016-09-10 00:00:00.000;994.0600;2;PAGATO;2016-06-30 00:00:00.000;424112
C   676;FTI/2016/2762;Fatt. clienti italia;2016;FTI;2762;;2016-06-24 00:00:00.000;2016-10-31 00:00:00.000;25282.0600;2;PAGATO;2016-11-02 00:00:00.000;424114
C   697;FTI/2016/2764;Fatt. clienti italia;2016;FTI;2764;;2016-06-24 00:00:00.000;2016-06-24 00:00:00.000;3551.7300;2;PAGATO;2016-06-24 00:00:00.000;424116
C   761;FTI/2016/2766;Fatt. clienti italia;2016;FTI;2766;;2016-06-24 00:00:00.000;2016-08-31 00:00:00.000;876.8800;2;PAGATO;2016-10-05 00:00:00.000;424118
C   778;FTI/2016/2768;Fatt. clienti italia;2016;FTI;2768;;2016-06-24 00:00:00.000;2016-09-30 00:00:00.000;864.0000;2;PAGATO;2016-06-30 00:00:00.000;424120
C   842;FTI/2016/2770;Fatt. clienti italia;2016;FTI;2770;;2016-06-24 00:00:00.000;2016-09-10 00:00:00.000;20363.2600;2;PAGATO;2016-06-30 00:00:00.000;424122
C   920;FTI/2016/2772;Fatt. clienti italia;2016;FTI;2772;;2016-06-24 00:00:00.000;2016-09-30 00:00:00.000;12200.0000;2;PAGATO;2016-10-10 00:00:00.000;424124
C  1117;FTI/2016/2774;Fatt. clienti italia;2016;FTI;2774;;2016-06-24 00:00:00.000;2016-09-30 00:00:00.000;58789.1800;2;PAGATO;2016-10-18 00:00:00.000;424126
C  1157;FTI/2016/2776;Fatt. clienti italia;2016;FTI;2776;;2016-06-24 00:00:00.000;2016-08-31 00:00:00.000;68483.1300;2;PAGATO;2016-08-30 00:00:00.000;424128
C  1207;FTI/2016/2778;Fatt. clienti italia;2016;FTI;2778;;2016-06-24 00:00:00.000;2016-09-30 00:00:00.000;3154.8000;2;PAGATO;2016-06-30 00:00:00.000;424130
C  1236;FTI/2016/2780;Fatt. clienti italia;2016;FTI;2780;;2016-06-24 00:00:00.000;2016-09-10 00:00:00.000;674.0500;2;PAGATO;2016-06-30 00:00:00.000;424132
C  1268;FTI/2016/2782;Fatt. clienti italia;2016;FTI;2782;;2016-06-24 00:00:00.000;2016-10-22 00:00:00.000;4404.2000;2;PAGATO;2016-11-21 00:00:00.000;424134
C  1349;FTI/2016/2784;Fatt. clienti italia;2016;FTI;2784;;2016-06-24 00:00:00.000;2016-09-30 00:00:00.000;8973.0000;2;PAGATO;2016-06-30 00:00:00.000;424136
C  1398;FTI/2016/2786;Fatt. clienti italia;2016;FTI;2786;;2016-06-24 00:00:00.000;2016-09-10 00:00:00.000;1101.6600;2;PAGATO;2016-06-30 00:00:00.000;424138
C  1412;FTI/2016/2788;Fatt. clienti italia;2016;FTI;2788;;2016-06-24 00:00:00.000;2016-07-31 00:00:00.000;32590.9000;2;PAGATO;2016-06-30 00:00:00.000;424140
C  1438;FTI/2016/2790;Fatt. clienti italia;2016;FTI;2790;;2016-06-24 00:00:00.000;2016-11-10 00:00:00.000;38869.2000;2;PAGATO;2016-06-30 00:00:00.000;424142
C  1636;FTI/2016/2792;Fatt. clienti italia;2016;FTI;2792;;2016-06-24 00:00:00.000;2016-09-10 00:00:00.000;320.2500;2;PAGATO;2016-06-30 00:00:00.000;424144
C  1684;FTI/2016/2794;Fatt. clienti italia;2016;FTI;2794;;2016-06-24 00:00:00.000;2016-09-10 00:00:00.000;114.3800;2;PAGATO;2016-06-30 00:00:00.000;424146
C  1715;FTI/2016/2796;Fatt. clienti italia;2016;FTI;2796;;2016-06-24 00:00:00.000;2016-08-31 00:00:00.000;8521.7000;2;PAGATO;2016-09-21 00:00:00.000;424148
C  1776;FTI/2016/2798;Fatt. clienti italia;2016;FTI;2798;;2016-06-24 00:00:00.000;2016-09-10 00:00:00.000;4026.0000;2;PAGATO;2016-06-30 00:00:00.000;424150
C  1792;FTI/2016/2799;Fatt. clienti italia;2016;FTI;2799;;2016-06-24 00:00:00.000;2016-09-30 00:00:00.000;31756.6000;2;PAGATO;2016-06-30 00:00:00.000;424151
C  1829;FTI/2016/2801;Fatt. clienti italia;2016;FTI;2801;;2016-06-24 00:00:00.000;2016-10-31 00:00:00.000;24861.6500;2;PAGATO;2016-12-01 00:00:00.000;424153
C  1832;FTI/2016/2803;Fatt. clienti italia;2016;FTI;2803;;2016-06-24 00:00:00.000;2016-09-30 00:00:00.000;2603.6600;2;PAGATO;2016-10-07 00:00:00.000;424155
C  1854;FTI/2016/2805;Fatt. clienti italia;2016;FTI;2805;;2016-06-24 00:00:00.000;2016-09-10 00:00:00.000;1378.7500;2;PAGATO;2016-06-30 00:00:00.000;424157
C  1939;FTI/2016/2807;Fatt. clienti italia;2016;FTI;2807;;2016-06-24 00:00:00.000;2016-09-30 00:00:00.000;335.5000;2;PAGATO;2016-10-06 00:00:00.000;424159
C  1989;FTI/2016/2809;Fatt. clienti italia;2016;FTI;2809;;2016-06-24 00:00:00.000;2016-09-10 00:00:00.000;507.8300;2;PAGATO;2016-06-30 00:00:00.000;424161
C  2049;FTI/2016/2811;Fatt. clienti italia;2016;FTI;2811;;2016-06-24 00:00:00.000;2016-07-31 00:00:00.000;1038.5300;2;PAGATO;2016-06-30 00:00:00.000;424163
C  2061;FTI/2016/2812;Fatt. clienti italia;2016;FTI;2812;;2016-06-24 00:00:00.000;2016-09-10 00:00:00.000;1517.3700;2;PAGATO;2016-06-30 00:00:00.000;424164
C  2069;FTI/2016/2814;Fatt. clienti italia;2016;FTI;2814;;2016-06-24 00:00:00.000;2016-09-30 00:00:00.000;36799.3500;2;PAGATO;2016-10-05 00:00:00.000;424166
C  2183;FTI/2016/2816;Fatt. clienti italia;2016;FTI;2816;;2016-06-24 00:00:00.000;2016-10-31 00:00:00.000;854.0000;2;PAGATO;2016-11-29 00:00:00.000;424169
C  2199;FTI/2016/2818;Fatt. clienti italia;2016;FTI;2818;;2016-06-24 00:00:00.000;2016-07-31 00:00:00.000;439.2000;2;PAGATO;2016-08-08 00:00:00.000;424171
C  2263;FTI/2016/2820;Fatt. clienti italia;2016;FTI;2820;;2016-06-24 00:00:00.000;2016-09-30 00:00:00.000;652.7000;4;INSOLUTO PAGATO;2017-01-30 00:00:00.000;424173
C  2311;FTI/2016/2822;Fatt. clienti italia;2016;FTI;2822;;2016-06-24 00:00:00.000;2016-08-31 00:00:00.000;9096.3200;2;PAGATO;2016-09-09 00:00:00.000;424175
C  2374;FTI/2016/2824;Fatt. clienti italia;2016;FTI;2824;;2016-06-24 00:00:00.000;2016-09-30 00:00:00.000;1148.3300;2;PAGATO;2016-06-30 00:00:00.000;424177
C  2408;FTI/2016/2826;Fatt. clienti italia;2016;FTI;2826;;2016-06-24 00:00:00.000;2016-10-10 00:00:00.000;12799.2600;2;PAGATO;2016-06-30 00:00:00.000;424180
C  2490;FTI/2016/2827;Fatt. clienti italia;2016;FTI;2827;;2016-06-24 00:00:00.000;2016-09-10 00:00:00.000;462.5300;2;PAGATO;2016-06-30 00:00:00.000;424181
C  2560;FTI/2016/2829;Fatt. clienti italia;2016;FTI;2829;;2016-06-24 00:00:00.000;2016-09-10 00:00:00.000;1544.4000;2;PAGATO;2016-06-30 00:00:00.000;424183
C  2639;FTI/2016/2830;Fatt. clienti italia;2016;FTI;2830;;2016-06-24 00:00:00.000;2016-09-10 00:00:00.000;367.5300;2;PAGATO;2016-06-30 00:00:00.000;424185
