CODICE;DESCRIZIONE;NRPEZZIIMBALLO;NOMENCLCOMBINATA1;PROVENIENZA;GRUPPO;NATURA;CATEGORIASTAT;FAMIGLIA;CONCENTRAZIONE;SPECIALITIES;ECOCERT;COSMOS;SOLUZIONI;SOLUZIONIA;SOLUZIONIB;SOLUZIONIC;GRUPPOCRM;GRUPPOVTE;CATEGORIASTATCRM;CATEGORIASTATVTE
20561#000XXX;ZETESOL 1027;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20553#172XXX;ZETESOL 270/N;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,7;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20543#000XXX;ZETESOL LES 2/P35 - NON UTILIZZARE;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20544#000XXX;ZETESOL 270/MC;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,7;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20554#115XXX;ZETESOL 370/CS;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,7;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20564#000XXX;ZUSOLAT 1008/85;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;NI NON IONICI;Alcoli;;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;NI NON IONICI;NI NON IONICI
20563#000XXX;ZETESOL LES 2/T;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20566#000XXX;ZETESOL 270/C;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,7;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
21008#000XXX;ESTERTEC ITS;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;ES ESTERI;Estere di grado tecnico;;1;0;0;0;0;1;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;ES ESTERI;ES ESTERI
21002#000XXX;ESTERTEC EHP;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;ES ESTERI;Estere di grado tecnico;;1;0;0;0;0;1;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;ES ESTERI;ES ESTERI
21003#000XXX;ESTERTEC EHC;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;ES ESTERI;Estere di grado tecnico;;1;0;0;0;0;1;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;ES ESTERI;ES ESTERI
20526#016XXX;ZETESOL MX/B;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;Compound;;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;MI MISCELE
21004#000XXX;ESTERTEC EHS;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;ES ESTERI;Estere di grado tecnico;;1;0;0;0;0;1;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;ES ESTERI;ES ESTERI
21007#000XXX;ESTERTEC EHSB;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;ES ESTERI;Estere di grado tecnico;;1;0;0;0;1;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;ES ESTERI;ES ESTERI
20540#000XXX;ZETESOL MG/350;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,5;1;0;0;0;0;1;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
21067#000XXX;ESTERTEC ISL;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;ES ESTERI;Estere di grado tecnico;;1;0;0;0;1;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;ES ESTERI;ES ESTERI
21102#000XXX;ZETEMOL OP - NON UTILIZZARE;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;ES ESTERI;Estere di grado cosmetico;;1;0;0;0;0;0;1;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;ES ESTERI;ES ESTERI
21109#000XXX;ZETEMOL CSO;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;ES ESTERI;Estere di grado cosmetico;;1;0;0;0;1;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;ES ESTERI;ES ESTERI
21103#000XXX;ZETEMOL OC;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;ES ESTERI;Estere di grado cosmetico;;1;0;0;0;0;1;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;ES ESTERI;ES ESTERI
21104#000XXX;ZETEMOL OS - NON UTILIZZARE;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;ES ESTERI;Estere di grado cosmetico;;1;0;0;0;0;0;1;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;ES ESTERI;ES ESTERI
21107#000XXX;ZETEMOL OSB;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;ES ESTERI;Estere di grado cosmetico;;1;0;0;0;1;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;ES ESTERI;ES ESTERI
21493#000XXX;ESTERTEC AL;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;ES ESTERI;Estere di grado tecnico;;1;0;0;0;1;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;ES ESTERI;ES ESTERI
22004#000XXX;TENSIOTEC LAO;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AF ANFOTERI;Ossido di ammina;;1;0;0;0;0;0;1;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AF ANFOTERI;AF ANFOTERI
22005#000XXX;TENSIOTEC HVO;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AF ANFOTERI;Ossido di ammina;;1;0;0;0;0;1;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AF ANFOTERI;AF ANFOTERI
21110#000XXX;ZETEMOL 99;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;ES ESTERI;Estere di grado cosmetico;;1;0;0;0;1;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;ES ESTERI;ES ESTERI
22001#000XXX;TENSIOTEC CPB;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AF ANFOTERI;Betaina;;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AF ANFOTERI;AF ANFOTERI
22002#000XXX;TENSIOTEC CPB/CONC;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AF ANFOTERI;Betaina;;0;1;1;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AF ANFOTERI;AF ANFOTERI
21005#000XXX;ESTERTEC EHL;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;ES ESTERI;Estere di grado tecnico;;1;0;0;0;0;1;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;ES ESTERI;ES ESTERI
21006#000XXX;ESTERTEC 2IS;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;ES ESTERI;Estere di grado tecnico;;1;0;0;0;1;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;ES ESTERI;ES ESTERI
22003#000XXX;TENSIOTEC CAO;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AF ANFOTERI;Ossido di ammide;;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AF ANFOTERI;AF ANFOTERI
21105#000XXX;ZETEMOL OL;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;ES ESTERI;Estere di grado cosmetico;;1;0;0;0;0;1;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;ES ESTERI;ES ESTERI
21106#000XXX;ZETEMOL 2IS;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;ES ESTERI;Estere di grado cosmetico;;1;0;0;0;1;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;ES ESTERI;ES ESTERI
22006#000XXX;TENSIOTEC DAC;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AF ANFOTERI;Anfoacetati;;0;1;1;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AF ANFOTERI;AF ANFOTERI
22009#000XXX;TENSIOTEC KC;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Saponi;;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
22010#000XXX;TENSIOTEC KL;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Saponi;;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
22011#000XXX;TENSIOTEC 24;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Saponi;;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
22016#000XXX;TENSIOTEC ALS;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Fas;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
22013#000XXX;TENSIOTEC DSL;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Solfosuccinati;;1;0;0;0;0;1;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
22014#000XXX;TENSIOTEC AS;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Fas;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
20553#095XXX;ZETESOL 270/N A PH ALTO;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,7;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
22015#000XXX;TENSIOTEC CS;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Fas;0,4;0;0;1;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
22018#000XXX;TENSIOTEC MS/CONC;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Fas;0,5;1;0;0;0;1;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
22017#000XXX;TENSIOTEC MS;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Fas;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
22029#000XXX;TENSIOTEC 727;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,27;1;0;0;0;1;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
22028#000XXX;TENSIOTEC 370;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,7;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
22019#000XXX;TENSIOTEC TS;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Fas;0,4;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
22022#000XXX;TENSIOTEC 127;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
22031#000XXX;TENSIOTEC A 27;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
22024#000XXX;TENSIOTEC 227;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
22025#000XXX;TENSIOTEC 227/C;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
22030#000XXX;TENSIOTEC 780;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,7;1;0;0;0;1;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
22026#000XXX;TENSIOTEC 270;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,7;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
22027#000XXX;TENSIOTEC 327;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
22032#000XXX;TENSIOTEC T 27;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
22036#000XXX;TENSIOTEC SD;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;NI NON IONICI;Ammidi;;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;NI NON IONICI;NI NON IONICI
22035#000XXX;TENSIOTEC CM;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;NI NON IONICI;Ammidi DI COCCO;;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;NI NON IONICI;NI NON IONICI
22055#000XXX;REDISOL APC;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;Compound;;1;0;0;0;0;0;1;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;MI MISCELE
22037#000XXX;TENSIOTEC AE 2;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;NI NON IONICI;Ammina;;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;NI NON IONICI;NI NON IONICI
22038#000XXX;TENSIOTEC AE 5;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;NI NON IONICI;Ammina;;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;NI NON IONICI;NI NON IONICI
22054#000XXX;REDISOL L;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;Compound;;1;0;0;0;0;0;1;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;MI MISCELE
22039#000XXX;TENSIOTEC C7;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;CA CATIONICI;Cationici;;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;CA CATIONICI;CA CATIONICI
22040#000XXX;TENSIOTEC CTA;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;CA CATIONICI;Cationici;;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;CA CATIONICI;CA CATIONICI
25553#172XXX;ZETESOL 270/N - RSPO - MB;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,7;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
30266;PURTON CFM;.000000;;ACQUISTO;RIVENDITA;INTERCOMPANY;NI NON IONICI;Ammidi DI COCCO;;0;0;0;0;0;0;0;RIVENDITA;RIVENDITA;NI NON IONICI;NI NON IONICI
22053#000XXX;REDISOL DW;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;Compound;;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;MI MISCELE
25507#132XXX;ZETESOL LES 2/FO - RSPO - MB;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
22034#000XXX;TENSIOTEC CD;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;NI NON IONICI;Ammidi DI COCCO;;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;NI NON IONICI;NI NON IONICI
25355#015XXX;SULFETAL LA B - RSPO - MB;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Fas;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
22023#000XXX;TENSIOTEC 170;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,7;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
25385#095XXX;SULFETAL LS - RSPO - MB;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Fas;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
25503#000XXX;ZETESOL AN/70 - RSPO - MB;.000000;34021190;PRODUZIONE;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,7;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
25517#000XXX;ZETESOL LES 2/SL - RSPO - MB;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;Faes;0,27;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;AN ANIONICI;AN ANIONICI
32001;ALTRIFORM S;25.000000;29151200;ACQUISTO;RIVENDITA;INTERCOMPANY;OCCASIONALI;Varie;;0;0;0;0;0;0;0;RIVENDITA;RIVENDITA;OCCASIONALI;OCCASIONALI
22052#000XXX;REDISOL AE;.000000;34021190;ACQUISTO;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;Compound;;0;0;0;0;0;0;0;PP PRODUZIONE PROPRIA;PP PRODUZIONE PROPRIA;MI MISCELE;MI MISCELE
32012;AMPHOTENSID CCF;140.000000;34021900;ACQUISTO;RIVENDITA;INTERCOMPANY;AF ANFOTERI;Propionati;;1;0;0;0;0;0;1;RIVENDITA;RIVENDITA;AF ANFOTERI;AF ANFOTERI
32035;AUTOPOON 4012;190.000000;34029010;ACQUISTO;RIVENDITA;INTERCOMPANY;MI MISCELE;Compound;;0;0;0;0;0;0;0;RIVENDITA;RIVENDITA;MI MISCELE;MI MISCELE
32263;LUMOROL K 5303;125.000000;34021190;ACQUISTO;RIVENDITA;INTERCOMPANY;MI MISCELE;Compound;;1;0;0;0;1;0;0;RIVENDITA;RIVENDITA;MI MISCELE;MI MISCELE
32005;AMPHOTENSID D1;130.000000;34021900;ACQUISTO;RIVENDITA;INTERCOMPANY;AF ANFOTERI;Propionati;;0;0;0;0;0;0;0;RIVENDITA;RIVENDITA;AF ANFOTERI;AF ANFOTERI
32020;AMPHOTENSID EH;140.000000;34021900;ACQUISTO;RIVENDITA;INTERCOMPANY;AF ANFOTERI;propionati;;1;0;0;0;0;0;1;RIVENDITA;RIVENDITA;AF ANFOTERI;AF ANFOTERI
32125;EXTRACT 52 - sostituito da Lumorol K 52;140.000000;34029010;ACQUISTO;RIVENDITA;INTERCOMPANY;MI MISCELE;Compound;;1;0;0;0;0;0;1;RIVENDITA;RIVENDITA;MI MISCELE;MI MISCELE
32250;INHIBITOR 4000;150.000000;34039990;ACQUISTO;RIVENDITA;INTERCOMPANY;ATTIVI;Derivato dell'acido borico;;0;0;0;0;0;0;0;RIVENDITA;RIVENDITA;AT ATTIVI;AT ATTIVI
32260;LUMOROL RK;130.000000;34029010;ACQUISTO;RIVENDITA;INTERCOMPANY;MI MISCELE;Compound;;0;0;0;0;0;0;0;RIVENDITA;RIVENDITA;MI MISCELE;MI MISCELE
32261;LUMOROL K 5229;120.000000;34029010;ACQUISTO;RIVENDITA;INTERCOMPANY;MI MISCELE;Compound;;1;0;0;0;1;0;0;RIVENDITA;RIVENDITA;MI MISCELE;MI MISCELE
32268;LUMOROL E 690;140.000000;34029010;ACQUISTO;RIVENDITA;INTERCOMPANY;MI MISCELE;Compound;;0;0;0;0;0;0;0;RIVENDITA;RIVENDITA;MI MISCELE;MI MISCELE
32266;LUMOROL K 52;135.000000;34029010;ACQUISTO;RIVENDITA;INTERCOMPANY;MI MISCELE;Compound;;0;0;0;0;0;0;0;RIVENDITA;RIVENDITA;MI MISCELE;MI MISCELE
32339;MULSIFAN RT 258;120.000000;34021300;ACQUISTO;RIVENDITA;INTERCOMPANY;NI NON IONICI;Alcoli;;0;0;0;0;0;0;0;RIVENDITA;RIVENDITA;NI NON IONICI;NI NON IONICI
32311;MULSIFAN CSA 02;20.000000;38249097;ACQUISTO;RIVENDITA;INTERCOMPANY;NI NON IONICI;Alcoli;;0;0;0;0;0;0;0;RIVENDITA;RIVENDITA;NI NON IONICI;NI NON IONICI
32307;MULSIFAN CPA;115.000000;34021300;ACQUISTO;RIVENDITA;INTERCOMPANY;NI NON IONICI;Alcoli;;0;0;0;0;0;0;0;RIVENDITA;RIVENDITA;NI NON IONICI;NI NON IONICI
32314;MULSIFAN CLA 09 PH;30.000000;34021300;ACQUISTO;RIVENDITA;INTERCOMPANY;NI NON IONICI;Alcoli;;0;0;0;0;0;0;0;RIVENDITA;RIVENDITA;NI NON IONICI;NI NON IONICI
32315;MULSIFAN RT 1;130.000000;;ACQUISTO;RIVENDITA;INTERCOMPANY;ES ESTERI;Esteri Vari;;0;0;0;0;0;0;0;RIVENDITA;RIVENDITA;ES ESTERI;ES ESTERI
32331;MULSIFAN RT 110;20.000000;34021300;ACQUISTO;RIVENDITA;INTERCOMPANY;NI NON IONICI;Alcoli;;0;0;0;0;0;0;0;RIVENDITA;RIVENDITA;NI NON IONICI;NI NON IONICI
32332;MULSIFAN RT 203/80;125.000000;34021300;ACQUISTO;RIVENDITA;INTERCOMPANY;NI NON IONICI;Alcoli;;0;0;0;0;0;0;0;RIVENDITA;RIVENDITA;NI NON IONICI;NI NON IONICI
32309;MULSIFAN CSA 21;20.000000;34021300;ACQUISTO;RIVENDITA;INTERCOMPANY;NI NON IONICI;Alcoli;;0;0;0;0;0;0;0;RIVENDITA;RIVENDITA;NI NON IONICI;NI NON IONICI
32310;MULSIFAN K 326;130.000000;34029010;ACQUISTO;RIVENDITA;INTERCOMPANY;NI NON IONICI;Alcoli;;0;0;0;0;0;0;0;RIVENDITA;RIVENDITA;NI NON IONICI;NI NON IONICI
32369;OXETAL A 125;130.000000;34021300;ACQUISTO;RIVENDITA;INTERCOMPANY;NI NON IONICI;Alcoli;;0;0;0;0;0;0;0;RIVENDITA;RIVENDITA;NI NON IONICI;NI NON IONICI
32410;OXETAL VD 92;140.000000;34029010;ACQUISTO;RIVENDITA;INTERCOMPANY;NI NON IONICI;Alcoli;;1;0;0;0;1;0;0;RIVENDITA;RIVENDITA;NI NON IONICI;NI NON IONICI
